,Companion Map: bit.ly/sfstairmap,,,Contact: info@urbanhikersf.com,,,
,Potrero Hill,2,19th St./De Haro & Rhode island. On a dirt road!,,https://photos.app.goo.gl/Vz1Pzhi7XQrDNvwq6,,
,Potrero Hill,2,22nd St./Kansas & Rhode Island. Sidewalk stairways.,,https://photos.app.goo.gl/JVn3ExrAkQSyzgw19,,
,Potrero Hill,2,23rd St./Carolina & Wisconsin. Sidewalk stairway.,,https://photos.app.goo.gl/1DLY5WMtFUGDmNbi8,,
,Potrero Hill,2,24th St/Rhode Island & De Haro. Sidewalk stairways on both sides of street.,,https://photos.app.goo.gl/uiWQogFK3yNXjkhJ9,,
,Potrero Hill,2,Mariposa/Utah & Potrero. Sidewalk stairway on one side of street.,,https://photos.app.goo.gl/XZAozYbUFV61ujWk7,,
,Potrero Hill,2,McKinley Square. Multiple stairways throughout park.,,https://photos.app.goo.gl/fCYKaesVGd84MViw8,,
,Potrero Hill,2,Rhode Island/25th and 26th Streets. Multiple stairways along the block.,,https://photos.app.goo.gl/nkS9DWdyC2F3mfXm9,,
,Potrero Hill,1,"Connecticut (end), up to Arkansas at 22nd St. Stairway",,https://photos.app.goo.gl/79U6gxU47jwsFCcXA,,
,Potrero Hill,1,Fallen Bridge Park near 18th and Utah,,https://photos.app.goo.gl/r3Fq9RbQ5xiso4qM7,,
,Presidio,4,Baker Beach Sand Ladder.,,https://photos.app.goo.gl/Fwr5aCZJqBDb8aNi9,,
,Presidio,4,Battery Bluff Park. Down to Battery Slaughter.,,https://photos.app.goo.gl/UwHJ1mgR8UD2TvUG9,,
,Presidio,4,Battery Bluff Park. Park Trail Connector stairway.,,https://photos.app.goo.gl/pJFizNsfxoBVdfWD6,,
,Presidio,4,Connector trail below Immigrant Point Overlook.,,https://photos.app.goo.gl/72DNxjSWA13w5CA46,,
,Presidio,4,Letterman Digital Arts Center. Gorgas Gate at Gorgas & Lyon.,,https://photos.app.goo.gl/6WpVQAxmxyVM92DH9,,
,Presidio,4,Letterman Digital Arts Center. Park Garden/Chestnut & Francisco.,,https://photos.app.goo.gl/sFfnwCDV1in923fh6,,
,Presidio,4,Park Trail between SF National Cemetery Overlook and Park Blvd.,,https://photos.app.goo.gl/Vd6PcfCDujLNmGnF7,,
,Presidio,3,Amatury Loop/Nauman Rd. & Park Blvd.,,https://photos.app.goo.gl/dS9T51cejvyGjXwq9,,
,Presidio,3,Connector Trail. Lincoln Blvd./Pershing Drive. Few stair sections.,,https://photos.app.goo.gl/kMhTnK4pVW4BxqBh7,,
,Presidio,3,Fisher Loop. Next to Golden Gate Club.,,https://photos.app.goo.gl/iSXhGevGXncVy7j5A,,
,Presidio,3,Gibbon Ct.,,https://photos.app.goo.gl/RpG51Z3Yan8qrken6,,
,Presidio,3,Infantry Terrace up to Presidio Chapel and Fisher Loop.,,https://photos.app.goo.gl/v65E7LUnJeKF79Xz9,,
,Presidio,3,Infantry Terrace. Down to tennis courts from east side.,,https://photos.app.goo.gl/BCCU5nuGZCWhsoRH8,,
,Presidio,3,Infantry Terrace. Down to tennis courts from west side.,,https://photos.app.goo.gl/NE9yaenhVifDL2z28,,
,Presidio,3,"Korean War Memorial, at back.",,https://photos.app.goo.gl/yPG32FUoEnmhCiWZ9,,
,Presidio,3,"Lendrum Court, near Armistead Road.",,"https://photos.app.goo.gl/6XL6DnMk7cjyJEfY8
Photo by Brett Lider",,
,Presidio,3,"Lobos Creek Valley Trail, into cypress grove.",,https://photos.app.goo.gl/ePAGTjag2fBPU4cb9,,
,Presidio,3,Long Avenue up to Battery East Trail.,,https://photos.app.goo.gl/sJRCJFhYLnci6ZAX8,,
,Presidio,3,"MacArthur Ave., to end at El Polin Spring.",,https://photos.app.goo.gl/ywCcRbciA7RT7Tb3A,,
,Presidio,3,Merchant & Lincoln.,,https://photos.app.goo.gl/zLKL1rHadzMJozHh8,,
,Presidio,3,Moraga/Funston & Barnard.,,https://photos.app.goo.gl/JzReVP7duej9enhw7,,
,Presidio,3,"Sibert Loop, stairway to parking lot. Stairway in background. Photo by Brett Lider.",,https://photos.app.goo.gl/L9FYUuRzWKaNAi336,,
,Presidio,3,Simonds Loop East,,https://photos.app.goo.gl/1DVKyDpK3Aj32uCdA,,
,Presidio,3,Simonds Loop West. Photo by Brett Lider.,,https://photos.app.goo.gl/3UNvSjnbMmuJk7xt8,,
,Presidio,2,8th Ave./Lake & Mountain Lake Park.,,https://photos.app.goo.gl/aXcoPCtMVJSuwGxf6, ,
,Presidio,2,Baker Beach. Battery Chamberlin. Numerous small stairways on battery. Photo by Brett Lider,,https://photos.app.goo.gl/wSycZ8fKwW6erRa47,,
,Presidio,2,"Battery Bluff Park Overlook. Stairway is just three steps, but view of Golden Gate Bridge is great!",,https://photos.app.goo.gl/cV4p9sni937F7vyd9,,
,Presidio,2,Battery Bluff Park. Down to Battery Blaney.,,https://photos.app.goo.gl/XQJBqXpP37sRcRWL9,,
,Presidio,2,Battery Bluff Park. Lincoln Boulevard entrance across from San Francisco National Cemetery.,,https://photos.app.goo.gl/Gc3ArJTn5ChC7Pf16,,
,Presidio,2,Battery Boutelle,,https://photos.app.goo.gl/etce5M8rP17ykup68,,
,Presidio,2,Battery East Trail. Few steps on either side of tunnel.,,https://photos.app.goo.gl/AtAqnRzxoooXt7Ky9,,
,Presidio,2,Battery East. ,,https://photos.app.goo.gl/mubYVK6h41NZXDDXA,,
,Presidio,2,Battery Godfrey,,,,
,Presidio,2,Battery Marcus Miller - number of stairways around battery,,https://photos.app.goo.gl/XFyhvLKg7957AXPP7,,
,Presidio,2,Belles Street. Stairway to nowhere. (Probably connected to Marine Cemetery Vista stairway at some point.),,https://photos.app.goo.gl/pC3GAJQvKurLNiCdA,,
,Presidio,2,Connecting Belles and Hays Streets.,,https://photos.app.goo.gl/K6msVqi9csuaU74EA,,
,Presidio,2,"Cranston Road, to Battery Cranston Road parking lot.",,https://photos.app.goo.gl/eqc6zYPwSGfQwgSq8,,
,Presidio,2,Crissy Field. East of Marine Drive.,,https://photos.app.goo.gl/MXR6wTiNWLedf1Ea7,,
,Presidio,2,"Ecology Trail, up to Inspiration Point.",,https://photos.app.goo.gl/u6dAR8pVwW3WLcKQA,,
,Presidio,2,"Fort Point, near restrooms",6,https://photos.app.goo.gl/Umhdjg3jxkkXe3C98,,
,Presidio,2,Golden Gate Bridge Postcard Viewpoint.,,https://photos.app.goo.gl/56EFy1pSrg6cLccd7,,
,Presidio,2,Golden Gate Bridge Welcome Stairs. Up to Round House Cafe.,,https://photos.app.goo.gl/uir1NxHpHSoYW1pn6,,
,Presidio,2,Golden Gate Bridge. Few stairs north of Round House Cafe.,,https://photos.app.goo.gl/B59sMSdwgZ2DawU4A,,
,Presidio,2,Golden Gate Bridge. From Strauss Plaza to Battery East Trail.,,https://photos.app.goo.gl/YKmoxEdcaoQ384Xm6,,
,Presidio,2,Golden Gate Bridge. Next to Joseph Strauss Statue.,,https://photos.app.goo.gl/KRgugvLJaR8B1xKU8,,
,Presidio,2,Golden Gate Bridge. Steps down to Battery Lancaster.,,https://photos.app.goo.gl/xESB3bdLPmKswbXc8,,
,Presidio,2,Golden Gate Bridge. Viewing platform above Battery Lancaster.,,https://photos.app.goo.gl/m3ynH9FLYygh7znW7,,
,Presidio,2,Golden Gate Overlook,,https://photos.app.goo.gl/XytWJksnKq3oxMkq8,,
,Presidio,2,"Hoffman St., up to Lendrum Court.",,https://photos.app.goo.gl/soCL4UobHrPHDkvd9,,
,Presidio,2,Just east of Marine Cemetery Vista. Stairway to nowhere. (Probably connected to Belles Street at some point.),,https://photos.app.goo.gl/JWS3EYSy7YsyRKTq7,,
,Presidio,2,"Lendrum Court, at end.",,"https://photos.app.goo.gl/CJ2mnGrTDgZyEZqM7
Photo by Brett Lider",,
,Presidio,2,Lincoln & Keyes.,,https://photos.app.goo.gl/eC1UQs2jxcxFj1tv6,,
,Presidio,2,Lincoln Blvd./Hoffman & Battery East Parking Lot.,,https://photos.app.goo.gl/N8anoFBjXFtLDeFd6,,
,Presidio,2,Lyon/Broadway & Pacific. Over fence lining west side of Lyon.,,https://photos.app.goo.gl/3ThH5nwk2oCKA1mD8,,
,Presidio,2,Marine Cemetery Vista Overlook.,,https://photos.app.goo.gl/2jHwE86nwmo3E6Be7,,
,Presidio,2,Mountain Lake Trail/7th & 8th Aves.,,https://photos.app.goo.gl/YmZyJRLnhfoCT7668,,
,Presidio,2,Mountain Lake. Near playground down to lake.,,https://photos.app.goo.gl/gJ91xWXwru8emFiKA,,
,Presidio,2,Multiple stairways in Baker Beach Apartments area. Up from Lincoln and between Pershing & Stilwell.,,https://photos.app.goo.gl/pf7pKJYstqBBrQYb6,,
,Presidio,2,Park Trail up to Marine Cemetery Vista. (Also accessible from Wyman Ave.),,https://photos.app.goo.gl/nh3fHVv53TtiyLAA9,,
,Presidio,2,Path between Arguello and Infantry Terrace.,,https://photos.app.goo.gl/Yiof9z33VD8wDAvg9,,
,Presidio,2,"Paul Goode Field, near restrooms.",,https://photos.app.goo.gl/bGuqC36FWqgHjVgp6,,
,Presidio,2,"Presidio Blvd. at Nos. 548-550, near MacArthur Ave./Lombard & Lincoln Blvd.",,https://photos.app.goo.gl/6phcBWuRPs9YAKH27,,
,Presidio,2,Presidio Boulevard & MacArthur Avenue.,,https://photos.app.goo.gl/cUCWPi9WWHwk4AUcA,,
,Presidio,2,Rob Hill Campground. Wood stairway toward the end of Central Magazine Drive.,,https://photos.app.goo.gl/EkmbXYbg9geo4nhR7,,
,Presidio,2,Sanches Street.,,"https://photos.app.goo.gl/42uE13mHWnnjdYT68
Photo by Brett Lider",,
,Presidio,2,"Sumner Ave, north of Liggett Ave.",,"https://photos.app.goo.gl/zgKGtUuNYiWVmatW8 
Photo by Brett Lider",,
,Presidio,2,"Thornburg Road, at end.",,"https://photos.app.goo.gl/H1XuYtqEMesexEhN9
Photo by Brett Lider",,
,Presidio,2,Wallen Street. Photo by Brett Lider.,,https://photos.app.goo.gl/qr1r4uVjepqDCQdq6,,
,Presidio,2,Washington Boulevard to Dudley Rd./Nauman & Deems. Photo by Brett Lider.,,https://photos.app.goo.gl/WqXki8KUciZDsB4v5 ,,
,Presidio,2,Washintgon Boulevard to Piper Loop. Park Boulevard & Nauman Road. Photo by Brett Lider.,,https://photos.app.goo.gl/P7Rid27s3G5bhhjN7,,
,Presidio,2,"Wisser Court, few stairways along street",10-11,"https://photos.app.goo.gl/jgFA6wyujUnN5t7S6 https://photos.app.goo.gl/MMZ9DakxsJ1YnLrM9
",,
,Presidio,1,"Arguello Blvd./Moraga & Sheridan Aves., up to Pershing Square.",,https://photos.app.goo.gl/7w8tYYF5GsBu4Uz88,,
,Presidio,1,Bowman Trail,,https://photos.app.goo.gl/bdkx3KYQZ3xGkQqD6,,
,Presidio,1,Cherry Street at Pacific Aveune.,,https://photos.app.goo.gl/WS3C9MgnUxvNjTF19,,
,Presidio,1,Golden Gate Bridge. Few steps between Golden Gate Bridge Outdoor Exhibition and Highway 101.,,https://photos.app.goo.gl/1tTKMYQZJyghVy4v7,,
,Presidio,1,Golden Gate Transit Stairway East,,https://photos.app.goo.gl/7Ka4yY16KNw1NV5S8,,
,Presidio,1,Golden Gate Transit Stairway West,,https://photos.app.goo.gl/Tq9df5sjGnFXkeUS7,,
,Presidio,1,"Gorgas Ave., near intersection with O'Reilly Ave.",,https://photos.app.goo.gl/xpF9MEctXSHJDBs38,,
,Presidio,1,"Hoffman Street, up to Ramsel Court",,https://photos.app.goo.gl/L7qomP3GnnRN4eC39,,
,Presidio,1,"Keyes Ave., near intersection with Mesa.",,https://photos.app.goo.gl/p4LPvn6dt6cjYNgC6,,
,Presidio,1,Lincoln & Mesa.,,,,
,Presidio,1,MacArthur Ave. near Portola Street.,,https://photos.app.goo.gl/DHiftvSYULUxqdi8A,,
,Presidio,1,Mountain Lake Trail near Mountain Lake.,,https://photos.app.goo.gl/vFWogaywpWyBjN7D7,,
,Presidio,1,Parking area between Taylor Road & Infantry Terrace/Bliss St. & Sheridan Ave. Two stairways.,,https://photos.app.goo.gl/xXJhxHhzqdYtg2Ye7,,
,Presidio,1,Path up to Arguello Bouelvard near Infantry Terrace.,,https://photos.app.goo.gl/2oGPurjaHKJaRuv46,,
,Presidio,1,Path west of intersection of Shafter Rd. and Rawles St.,,https://photos.app.goo.gl/cAjNPiBcgn8XbQ4T9,,
,Presidio,1,Presidio Bowl parking lot. Montgomery Street/Bliss Rd. & Sheridan Ave.,,https://photos.app.goo.gl/xXJhxHhzqdYtg2Ye7,,
,Presidio,1,Ralston Ave. South of Presidio Natural Resources Building.,,,,
,Presidio,1,Ralston Avenue. Few stairways.,,https://photos.app.goo.gl/rdduavoiUcwZnz2P6,,
,Presidio,1,"Sibert Loop, stairway to nowhere. Stairway in foreground. Photo by Brett Lider.",,https://photos.app.goo.gl/L9FYUuRzWKaNAi336,,
,Presidio,1,South of Schofield Road.,,https://photos.app.goo.gl/sjnwVcDUyGpSq5QXA,,
,Presidio,1,"Thornburg Road, to the side of building 1059.",,https://photos.app.goo.gl/6bwyvS6guathmdhf7,,
,Presidio,1,"Torney Avenue, Just west of #1016. Near the intersection of Lincoln & Torney.",,https://photos.app.goo.gl/qcdWwbfLhguXeGdM8,,
,Presidio,1,Upton Avenue up to Ralston Avenue,,https://photos.app.goo.gl/qPYKriZNonvKVGW17,,
,Richmond,5,"California/32nd Ave. & golf course, to Lincoln Park. The Lincoln Park Mosaic Steps.",52,https://photos.app.goo.gl/5LPgCpyJoRBCrpkm8,,
,Richmond,5,Sutro Heights Park. Three stairways on stone parapet.,,https://photos.app.goo.gl/57duA6SLNWhSdwRh6,,
,Richmond,4,3rd Ave. Nos. 1-11 at Lake.,,https://photos.app.goo.gl/48E1QokiFdYxQceK7,,
,Richmond,4,Sutro Heights Park. Near Balboa/No. 641 48th Ave. & LaPlaya.,,https://photos.app.goo.gl/5cy8JPnT8wtjTMGS7,,
,Richmond,2,"11th Ave., down into Mountain Lake Park.",,https://photos.app.goo.gl/rD5Fiqc7etEfiqD6A,,
,Richmond,2,"37th and Fulton, up to Golden Gate Park Senior Center.",,https://photos.app.goo.gl/Ms9FnccjQHVXH7Q58,,
,Richmond,2,48th Ave. & Balboa. Sidewalk stairway on both sides of street.,,https://photos.app.goo.gl/hE77APUGna5uLBi7A,,
,Richmond,2,Clement and 40th. To VA Medical Center.,,https://photos.app.goo.gl/Z8ahZ9pbyPFoG4hn6,,
,Richmond,2,Clement/43rd and 44th Aves. up to VA Medical Center.,,https://photos.app.goo.gl/aaJfqNGaFP63vXgd6,,
,Richmond,2,Great Highway/Balboa & Lincoln Way. Multiple stairways leading down to Ocean Beach.,,https://photos.app.goo.gl/ZyyaxjagU1VM4YTU8,,
,Richmond,1,21st Avenue at end. Two stairways on east side of block.,,https://photos.app.goo.gl/pJyfdk3Va4YTdmo49 and https://photos.app.goo.gl/BPU35G1iorb6ckeTA,,
,Russian Hill,5,Chestnut/Polk & Larkin.,,https://photos.app.goo.gl/o9ms4JDAQASEiWHt5,,
,Russian Hill,5,Filbert/Hyde & Leavenworth. Sidewalk stairway on both sides of street.,,https://photos.app.goo.gl/EqZgHU1JDkVt6Dgw9,,
,Russian Hill,5,Francisco/Upper Leavenworth & Hyde.,,https://photos.app.goo.gl/63mHZSHe2e4saD4R8,,
,Russian Hill,5,Greenwich/Hyde & Larkin.,,https://photos.app.goo.gl/QW6j11UVZGHodP4k6,,
,Russian Hill,5,Greenwich/Hyde & Leavenworth.,,https://photos.app.goo.gl/YFgawLmWHcTFTaa46,,
,Russian Hill,5,Jones/Filbert & Union & Green. Sidewalk stairway.,,https://photos.app.goo.gl/gb7gCbZ7h8SW7aAe9,,
,Russian Hill,5,Lombard/Hyde & Leavenworth. On both sides of curvy section of Lombard Street.,,https://photos.app.goo.gl/dk5VqPh43QrfkeC17,,
,Russian Hill,5,Macondray Lane/Jones & Taylor.,,https://photos.app.goo.gl/DfAHJxPVaKBDLoNG9,,
,Russian Hill,5,Vallejo/Jones & Taylor.,,https://photos.app.goo.gl/ifxSo8ZNcjc1Ff5C9,,
,Russian Hill,5,"Vallejo/Mason & Taylor, into Ina Coolbrith Park.",,https://photos.app.goo.gl/U7zYy6JV8Ss39VzQ7,,
,Russian Hill,4,"Green/Jones & Taylor, next to No. 940 Green.",,https://photos.app.goo.gl/JMJcGHt3nsaTTymeA,,
,Russian Hill,4,"Havens/Leavenworth & Hyde, in cul-de-sac.",,https://photos.app.goo.gl/5RMpSUYs5ktCZjf5A,,
,Russian Hill,4,Ina Coolbrith Park. Stairways in interior of park.,,https://photos.app.goo.gl/8axbmQQar7agPw6q9,,
,Russian Hill,4,Larkin/Francisco & Bay.,,https://photos.app.goo.gl/WvEiDvVCsg3z74BeA,,
,Russian Hill,3,Broadway/Jones and Taylor. Sidewalk stairways on both sides of street.,,https://photos.app.goo.gl/sm9tgRcWkvRDLeZY7,,
,Russian Hill,3,Culebra Terrace/No.1250 Lombard & Chestnut.,,https://photos.app.goo.gl/QYfqEsWUNSS9Qfxw7,,
,Russian Hill,3,Fallon Place.,,https://photos.app.goo.gl/8GHkgvhaQat5D7mh9,,
,Russian Hill,3,Fay Park interior. Attached to gazebos.,,https://photos.app.goo.gl/SCYduiUa8CQRgJem9,,
,Russian Hill,3,Florence at Vallejo.,,https://photos.app.goo.gl/4thJYqdiKL9FQRhWA,,
,Russian Hill,3,Florence/Broadway & Vallejo.,,https://photos.app.goo.gl/9JUW1sjaMGBibWXD8,,
,Russian Hill,3,Francisco Park. Exiting the park on Hyde Street at Francisco Street.,,https://photos.app.goo.gl/1ezQyodjdLwzQR6W6,,
,Russian Hill,3,Francisco/Lower Leavenworth & Francisco.,,https://photos.app.goo.gl/LtCBMu9sEg4SYEt88,,
,Russian Hill,3,"Larkin/Chestnut & Francisco, beginning at No. 2745 Larkin.",,https://photos.app.goo.gl/ZztDBdzU2ynu5TJn9,,
,Russian Hill,3,Macondray Lane/Leavenworth & Jones.,,https://photos.app.goo.gl/xibyzKmkGjipXhXD7,,
,Russian Hill,3,Molinari Mana Park. Redfield Alley & Marion Pl.,,https://photos.app.goo.gl/iQ7VoLU4o28wWWgf8,,
,Russian Hill,3,Montclair Terrace/Lombard & Chestnut.,,https://photos.app.goo.gl/VQnxTuZ2w6Z4MbXK9,,
,Russian Hill,3,Russian Hill Park at Bay/Hyde & Larkin.,,https://photos.app.goo.gl/RuPKVzz5CczsJEnF8,,
,Russian Hill,3,Upper to Lower Jones at Vallejo.,,https://photos.app.goo.gl/L1cJZebTtdSUP26J7,,
,Russian Hill,3,Vallejo between summit of Russian Hill and Russian Hill Place. Few of stairways along block.,,https://photos.app.goo.gl/KDzbGjASuzhHbdzv6,,
,Russian Hill,2,Broadway Tunnel East Mini Park/Himmelman Place at Broadway.,,https://photos.app.goo.gl/UMPrKgYB6LYvTV7x9,,
,Russian Hill,2,George Sterling Park at Larkin & Lombard.,,https://photos.app.goo.gl/wRX4dqRZPAFbiWVaA,,
,Russian Hill,2,George Sterling Park. Hyde and Greenwich into park.,,https://photos.app.goo.gl/8KXQENu2UdDD2EGJA,,
,Russian Hill,2,George Sterling Park. Steps up to tennis courts.,,https://photos.app.goo.gl/7icGC6Y49mZ634FEA,,
,Russian Hill,2,George Sterling Park. Two stairways west of tennis courts.,,https://photos.app.goo.gl/LdfA1BczY91QvxRh9,,
,Russian Hill,2,Himmelman Place to Salmon.,,https://photos.app.goo.gl/MLZXZVDXJRAcDafM8,,
,Russian Hill,2,Hyde & Francisco. Just a few steps.,,https://photos.app.goo.gl/1ezQyodjdLwzQR6W6,,
,Russian Hill,2,"Hyde and Greenwich, southwest corner.",,https://photos.app.goo.gl/DsZA4Wo8ov2E65E18,,
,Russian Hill,2,Hyde/Vallejo & Green. Hyde & Vallejo Mini Park.,,https://photos.app.goo.gl/Y9s2TUHD46KiSykM8,,
,Russian Hill,2,"Larkin/Lombard & Greenwich, into George Sterling Park.",,https://photos.app.goo.gl/ohium5BZnDJumDe99,,
,Russian Hill,2,Valparaiso/Filbert & Greenwich down to Taylor.,,https://photos.app.goo.gl/dPadmzu3e51MJ4vo6,,
,Russian Hill,1,Broadway Tunnel West Mini Park/Cyrus & Hyde.,,https://photos.app.goo.gl/UFgoYP9cLN2sPrBEA,,
,Russian Hill,1,Eaton Place at Green Street,,https://photos.app.goo.gl/31VpXGX9Uz1zz2Kv8,,
,Russian Hill,1,Greenwich/Leavenworth & Jones. Michaelangelo Playground. Two steps.,,https://photos.app.goo.gl/GMPbSGAHApm5Nf6n7,,
,Russian Hill,1,Hastings/Filbert & Union.,,"Not sure which is the public one!
https://photos.app.goo.gl/yMNVfF9FzfNFWcSR9
or https://photos.app.goo.gl/JFg59DbCPvSwuyrG6.",,
,Russian Hill,1,Houston/Jones & Columbus. End of Houston or next to 2430 Jones.,,https://photos.app.goo.gl/gGx7R2YuuFS5Utxv7,,
,Russian Hill,1,"Redfield Alley. (Stairway isn't great, but check out this dirt road!)",,https://photos.app.goo.gl/AA7uJ6EsJgyJUWHY6,,
,Russian Hill,1,Waldo Alley at Glover Street/Broadway and Vallejo St.,,https://photos.app.goo.gl/8gsS1b8seU979ob3A,,
,Seacliff,4,West side of China Beach parking lot down to beach.,,https://photos.app.goo.gl/ybqMpfPHWj7NaSEj9,,
,Seacliff,3,24th Ave./W. Clay St. & Lake St. Number of interesting stairways on west side of street.,,https://photos.app.goo.gl/joDH7Fdp76DzcQ7B7 and https://photos.app.goo.gl/1ypaUqmQQhHCnRic7,,
,Seacliff,3,Ansel Adams Historic Social Path between El Camino del Mar & 24th Ave.,,https://photos.app.goo.gl/nru9TNCfqiUs7JyN6,,
,Seacliff,2,"27th Ave. and Sea Cliff & Ave., at corner. Stairways on both sides of the intersection.",,"https://photos.app.goo.gl/6zNPK59tEvQ1ReBh8
https://photos.app.goo.gl/KLvEczq4XnWL6stq8",,
,Seacliff,2,"Sea Cliff Ave. at No. 330, linking Sea Cliff Ave. and El Camino del Mar.",,https://photos.app.goo.gl/bPnnZcBu5CkWTkyA7,,
,Seacliff,2,Sea Cliff Ave./26th & 27th Ave. Number of stairways along block.,,https://photos.app.goo.gl/oUmH54T98Y4arGN7A,,
,Seacliff,2,27th Ave./Sea Cliff Ave. & El Camino del Mar. Number of stairways along the west side of the street.,,https://photos.app.goo.gl/bVNw4V8uCM1ERMT69,,
,Seacliff,2,China Beach stairway down to beach.,,https://photos.app.goo.gl/1rtyejydf4otnfMG6,,
,Seacliff,2,China Beach. Few stairways at recreational building.,,https://photos.app.goo.gl/9VoJYS5xcMMBvCBk7,,
,Seacliff,2,El Camino del Mar/29th & 30th Ave. Three stairways along south side of street.,,https://photos.app.goo.gl/pLXYtnBute8RKa3m9,,
,Seacliff,2,Lake/EI Camino del Mar to 30th Ave. Multiple stairways along south side of Lake.,,https://photos.app.goo.gl/cjeJg8Pyc4z3eUbE7,,
,Seacliff,2,McLaren at 28th Avenue,,https://photos.app.goo.gl/74845uB2DooJb8Fa6,,
,Seacliff,2,North 25th Ave. to Baker Beach.,,https://photos.app.goo.gl/J1qBEWmx1R1K5aWG6,,
,Seacliff,2,Upper & Lower El Camino del Mar./Sea Cliff Ave. & 30th Ave. North stairway.,,https://photos.app.goo.gl/XXgvwK8F5X3jni2z5,,
,Seacliff,2,Upper & Lower El Camino del Mar./Sea Cliff Ave. & 30th Ave. North stairway.,,https://photos.app.goo.gl/1upm6gUQL4wxSnS48,,
,Seacliff,2,Upper and Lower Lake. El Camino del Mar & 30th Ave.,,https://photos.app.goo.gl/tWreZBd1oz8moFpq9,,
,South of Market,5,Yerba Buena Gardens. 4th Street. Howard & Folsom Streets. Three stairways with images printed on vinyl.,,"https://photos.app.goo.gl/9b7yhWE8qbFkiqk26
https://photos.app.goo.gl/2hEXN3JdJ4CqZjKY8
https://photos.app.goo.gl/aoYxx9uqXkrWTpAG9",,
,South of Market,3,"Beale/Main & Fremont to Harrison, opposite No. 228.",,https://photos.app.goo.gl/KvWQorygpnEWfUgB6,,
,South of Market,3,Bryant/1st St. & Rincon.,,,,
,South of Market,3,Yerba Buena Gardens. Howard/3rd & 4th Sts.,,,,
,South of Market,3,Yerba Buena Gardens/Mission between 3rd & 4th Sts.,,,,
,South of Market,3,Yerba Buena Lane at 757 Market to Mission/2nd & 3rd Sts. Two stairways on block.,,https://photos.app.goo.gl/RRLfgnreXYKwbceC7,,
,South of Market,2,Lansing/1st St. & Essex.,,https://photos.app.goo.gl/dsNv2mnbrt5PAfa67,,
,South of Market,2,Rincon Place. Elkhart at Main.,,https://photos.app.goo.gl/p77TeFppYyou1dYF8,,
,South of Market,2,"12th Street, near #98. Stairway on public plaza at Chorus Hall entrance.",6,https://photos.app.goo.gl/o6Tr8KuPzpoL1v9BA,,
,South of Market,1,South Van Ness at public plaza near Chorus Hall.,4,https://photos.app.goo.gl/gUFCD7rnpAqFvriYA,,
,South of Market,1,Yerba Buena Gardens Esplanade East Side.,,,,
,St. Francis Wood,5,Terrace Walk/San Anselmo & Yerba Buena.,,https://photos.app.goo.gl/nyZw2J87U5r6uYSH6,,
,St. Francis Wood,3,Junipero Serra Blvd./Darien & Monterey.,,https://photos.app.goo.gl/kFEgxx7XvdQrYBKg6,,
,St. Francis Wood,3,Portola/Santa Clara & Terrace Dr.,,https://photos.app.goo.gl/7iuAdS4DVG9UpAcc7,,
,St. Francis Wood,3,"St. Francis Blvd. at San Anselmo, Upper Fountain.",,https://photos.app.goo.gl/97MbG1FFjMmC15vs6,,
,St. Francis Wood,3,"St. Francis Blvd. at Santa Ana, Lower Fountain.",,https://photos.app.goo.gl/t52E6yJPgYifhVLy9,,
,St. Francis Wood,2,San Anselmo & Santa Ana at Portola.,,https://photos.app.goo.gl/nPXPF7seX3KCVCRe6,,
,St. Francis Wood,2,Santa Ana Ave./Portola & St. Francis Boulevard. A number of stairways along the block.,,https://photos.app.goo.gl/8nqxg4KCPK2dvDq28,,
,St. Francis Wood,2,San Anselmo/Santa Clara & San Buenaventura. Few stairways along the block.,,https://photos.app.goo.gl/uQwS3qzCCzp19hxq9,,
,St. Francis Wood,2,"Terrace Drive at Terrace Walk Stairway, down to tennis courts.",,https://photos.app.goo.gl/cGE9FeAUvJYL7WFB6,,
,St. Francis Wood,2,"Terrace Drive, opposite No. 141., down to tennis courts. Similar stairway on other side of courts.        ",,https://photos.app.goo.gl/exJ2APbGcuW96a6j8,,
,St. Francis Wood,1,San Anselmo/San Benito & Santa Clara. Two steps.,,https://photos.app.goo.gl/yDmx9NE1UQSsNkwS8,,
,St. Francis Wood,1,Stonestown Stairway/19th Ave. & Stonestown Galleria.,,https://photos.app.goo.gl/SzhU4hEpC5MkTZey6,,
,Sunnyside,5,"Next to No. 233 Joost, down to Monterey Blvd., via historic Sunnyside Conservatory.",,https://photos.app.goo.gl/pAvwah2KqmvdBmyx5,,
,Sunnyside,5,Upper Detroit Steps. Detroit/Joost & Monterey. Painted!,,Painted! https://photos.app.goo.gl/2zN7YqnkbUrNzXUy9. Pre-painting: https://photos.app.goo.gl/ecrT9v9sLCwd2sKo6,,
,Sunnyside,4,Baden and Joost Mini Park/Nos. 242 & 250 Joost and Nos. 149 & 151 Mangels.,,https://photos.app.goo.gl/Ey3P5zpjoTMhbmfA8,,
,Sunnyside,4,Detroit/Monterey & Hearst.,,https://photos.app.goo.gl/FVYLv6AKFQYxtWPP8,,
,Sunnyside,4,Melrose Stairway/Teresita to MangeIs to Sunnyside Playground.,,https://photos.app.goo.gl/gPiV6o9bLDPfu7f96,,
,Sunnyside,3,Foerster up from Melrose. Multiple flights of stairs. Interesting circular block.,,https://photos.app.goo.gl/cynsa6rBV1J6hMcf8,,
